CUSTOMERID;TENURE;CONTRACT;MONTHLYCHARGES;INTERNETSERVICE;TECHSUPPORT;ONLINESECURITY;ONLINEBACKUP;PAYMENTMETHOD;PAPERLESSBILLING;SENIORCITIZEN;PARTNER;DEPENDENTS;SCORE_RISQUE;SEGMENT_STRATEGIQUE
8851-RAGOV;25;Month-to-month;71,05;DSL;Yes;Yes;Yes;Mailed check;Yes;0;Yes;No;4;Surveillance Relationnelle
2716-GFZOR;43;Month-to-month;86,1;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
3005-TYFRD;55;Month-to-month;103,65;Fiber optic;No;No;Yes;Credit card (automatic);Yes;0;Yes;No;6;Surveillance Relationnelle
2027-WKXMW;63;Month-to-month;108,75;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
9955-QOPOY;69;One year;60,8;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
9031-ZVQPT;72;Two year;108,2;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
2121-JAFOM;72;Two year;115,55;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
1227-UDMZR;72;Two year;91,15;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
2167-FQSTQ;72;Two year;92,4;DSL;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;3;Surveillance Relationnelle
6821-JPCDC;48;One year;97,05;Fiber optic;No;No;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
5325-UWTWJ;31;Month-to-month;90,55;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
9351-LZYGF;42;Month-to-month;66,4;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
7663-YJHSN;72;Two year;103,95;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
0420-TXVSG;66;Two year;66,1;DSL;No;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
6217-TOWGS;17;Month-to-month;75,4;DSL;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;6;Surveillance Relationnelle
8309-PPCED;72;Two year;110,45;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
2126-GSEGL;70;Two year;84,8;DSL;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
8152-VETUR;72;Two year;97,7;Fiber optic;No;No;Yes;Credit card (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
9140-CZQZZ;68;Two year;79,6;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
1325-USMEC;70;Two year;99,35;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
3345-PBBFH;8;Month-to-month;49,55;DSL;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;6;Surveillance Relationnelle
2190-PHBHR;72;Two year;94,45;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
2192-CKRLV;72;Two year;49,2;DSL;No;Yes;Yes;Electronic check;Yes;0;Yes;No;4;Surveillance Relationnelle
9298-WGMRW;72;Two year;115,5;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
7821-DPRQE;68;Month-to-month;107,7;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
0103-CSITQ;57;One year;109,4;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
5360-LJCNJ;71;Two year;105,15;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
1100-DDVRV;17;Month-to-month;49,8;DSL;No;No;Yes;Mailed check;Yes;0;Yes;No;6;Surveillance Relationnelle
5914-XRFQB;72;Two year;115,8;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
8375-KVTHK;68;One year;100,3;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
5172-RKOCB;72;Two year;108,95;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
8218-FFJDS;72;Two year;86,4;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
0345-XMMUG;46;Two year;108,9;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
3720-DBRWL;51;Two year;83,85;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
0440-EKDCF;62;Two year;60,15;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
2272-WUSPA;72;Two year;110,75;Fiber optic;No;Yes;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
4973-MGTON;71;Two year;84,4;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
0060-FUALY;59;Month-to-month;94,75;Fiber optic;No;Yes;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
4822-LPTYJ;72;Two year;103,75;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
7740-KKCXF;51;Month-to-month;30,05;DSL;No;No;Yes;Credit card (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
2067-QYTCF;64;Month-to-month;111,15;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
9927-DSWDF;22;Month-to-month;104,6;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
7159-NOKYQ;67;Two year;93,15;Fiber optic;No;No;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
9633-DENPU;47;Month-to-month;58,6;DSL;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
4188-FRABG;57;Month-to-month;103,05;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
6196-HBOBZ;65;Two year;99,35;Fiber optic;No;Yes;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
0536-ESJEP;54;Two year;74,55;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
1360-XFJMR;67;One year;109,7;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
0868-VJRDR;64;Two year;104,05;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
9475-NNDGC;71;One year;113,15;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
3374-TTZTK;52;Two year;106,3;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;4;Surveillance Relationnelle
9127-QRZMH;44;One year;59,85;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
4188-PCPIG;57;Two year;70,35;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
4350-ZTLPI;53;One year;108,95;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
7570-WELNY;68;Two year;84,7;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
7566-DSRLQ;72;Two year;110,15;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
1841-YSJGV;72;Two year;109,95;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
7841-FCRQD;33;One year;53,75;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
9479-HYNYL;71;Two year;80,7;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
7718-UPSKJ;69;One year;106,4;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
0334-ZFJSR;55;One year;66,05;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
9788-HNGUT;72;Two year;116,95;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
4043-MKDTV;71;Two year;105,25;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
5118-MUEYH;48;Month-to-month;105,1;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
1833-TCXKK;45;Month-to-month;107,75;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;6;Surveillance Relationnelle
4012-YCFAI;60;Two year;61,35;DSL;Yes;Yes;Yes;Mailed check;Yes;0;Yes;No;2;Surveillance Relationnelle
9289-LBQVU;64;One year;70,15;DSL;Yes;No;Yes;Mailed check;Yes;0;Yes;No;3;Surveillance Relationnelle
2087-QAREY;22;Month-to-month;54,7;DSL;No;No;Yes;Mailed check;Yes;0;Yes;No;6;Surveillance Relationnelle
7502-BNYGS;46;Month-to-month;69,1;DSL;No;No;Yes;Credit card (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
6603-YRDCJ;33;Two year;61,05;DSL;Yes;Yes;Yes;Mailed check;Yes;0;Yes;No;2;Surveillance Relationnelle
6297-NOOPG;70;Two year;110,5;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
4291-TPNFG;72;Two year;82,3;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
1169-WCVAK;19;Month-to-month;88,8;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
2419-FSORS;72;Two year;108,4;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
2270-CHBFN;44;Month-to-month;95,1;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
9107-UKCKY;61;One year;79,8;DSL;No;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
4508-OEBEY;31;One year;75,5;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
5286-YHCVC;72;Two year;104,8;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
1122-YJBCS;69;One year;53,65;DSL;No;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
5090-EMGTC;59;Two year;100,05;Fiber optic;Yes;No;Yes;Mailed check;Yes;0;Yes;No;4;Surveillance Relationnelle
9589-ABEPT;69;Two year;92,45;Fiber optic;Yes;No;Yes;Mailed check;Yes;0;Yes;No;4;Surveillance Relationnelle
4670-TABXH;72;Two year;109,75;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
8107-RZLNV;72;Two year;106,3;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
9488-FYQAU;63;Two year;109,25;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
7964-ZRKKG;67;One year;88,4;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
9691-HKOVS;55;One year;90,15;DSL;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;3;Surveillance Relationnelle
4024-CSNBY;72;Two year;94,25;Fiber optic;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
5438-QMDDL;19;Month-to-month;59,8;DSL;No;No;Yes;Mailed check;Yes;0;Yes;No;6;Surveillance Relationnelle
9609-BENEA;35;One year;69;DSL;Yes;No;Yes;Electronic check;Yes;0;Yes;No;4;Surveillance Relationnelle
9108-EJFJP;1;Month-to-month;53,55;DSL;No;Yes;Yes;Mailed check;Yes;0;Yes;No;5;Surveillance Relationnelle
2904-GGUAZ;72;Two year;84,05;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
6257-DTAYD;71;Two year;104,15;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
1264-FUHCX;49;One year;56,3;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
5130-YPIRV;62;Two year;72;DSL;No;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
2279-AXJJK;52;Month-to-month;95,65;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
0909-SELIE;61;Two year;80,8;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
9586-JGQKH;64;Two year;105,4;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
6691-CCIHA;62;Two year;84,95;DSL;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;3;Surveillance Relationnelle
6631-HMANX;72;Two year;85,45;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;3;Surveillance Relationnelle
0665-XHDJU;72;Two year;99,4;Fiber optic;No;No;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
4759-PXTAN;59;One year;80,1;DSL;Yes;No;Yes;Electronic check;Yes;0;Yes;No;4;Surveillance Relationnelle
2845-KDHVX;64;Two year;68,3;DSL;Yes;No;Yes;Mailed check;Yes;0;Yes;No;3;Surveillance Relationnelle
8224-UAXBZ;58;One year;45,35;DSL;No;Yes;Yes;Electronic check;Yes;0;Yes;No;4;Surveillance Relationnelle
0419-YAAPX;49;Month-to-month;85,3;Fiber optic;No;No;Yes;Credit card (automatic);Yes;0;Yes;No;6;Surveillance Relationnelle
9330-VOFSZ;60;Two year;110,8;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
5998-DZLYR;61;Two year;94,35;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;4;Surveillance Relationnelle
4753-PADAS;67;One year;105,7;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;Yes;No;5;Surveillance Relationnelle
6166-YIPFO;72;Two year;64,7;DSL;Yes;Yes;Yes;Electronic check;Yes;0;Yes;No;3;Surveillance Relationnelle
5949-HGVJL;26;Month-to-month;73,05;DSL;Yes;No;Yes;Electronic check;Yes;0;Yes;No;5;Surveillance Relationnelle
6728-VOIFY;63;One year;96;Fiber optic;No;No;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
1548-FEHVL;61;Month-to-month;106,2;Fiber optic;No;Yes;Yes;Electronic check;Yes;0;Yes;No;6;Surveillance Relationnelle
6258-PVZWJ;68;Two year;90,8;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;Yes;No;2;Surveillance Relationnelle
8992-VONJD;13;Month-to-month;56;DSL;No;Yes;Yes;Electronic check;Yes;0;No;Yes;6;Surveillance Relationnelle
6388-TABGU;62;One year;56,15;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;No;Yes;2;Surveillance Relationnelle
9959-WOFKT;71;Two year;106,7;Fiber optic;No;Yes;No;Bank transfer (automatic);No;0;No;Yes;4;Surveillance Relationnelle
5630-AHZIL;3;Month-to-month;64,5;DSL;Yes;Yes;No;Bank transfer (automatic);Yes;0;No;Yes;5;Surveillance Relationnelle
2937-FTHUR;18;Month-to-month;64,8;DSL;No;Yes;No;Electronic check;No;0;No;Yes;5;Surveillance Relationnelle
5125-CNDSP;63;One year;40,6;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
4713-ZBURT;45;Two year;99,7;Fiber optic;No;No;No;Bank transfer (automatic);No;0;No;Yes;5;Surveillance Relationnelle
7876-AEHIG;51;One year;60,15;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;No;Yes;2;Surveillance Relationnelle
0835-DUUIQ;24;One year;21,05;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
0811-GSDTP;13;Month-to-month;30,15;DSL;No;No;Yes;Electronic check;No;0;No;Yes;6;Surveillance Relationnelle
4525-VZCZG;54;One year;105,85;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;0;No;Yes;4;Surveillance Relationnelle
1915-OAKWD;16;One year;19,3;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
9578-FOMUK;15;Month-to-month;24,8;No;No internet service;No internet service;No internet service;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
5514-YQENT;41;Two year;111,15;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;0;No;Yes;4;Surveillance Relationnelle
7338-ERIVA;39;One year;45,05;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;No;Yes;2;Surveillance Relationnelle
6485-QXWWE;62;Two year;26;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
3466-WAESX;16;Month-to-month;69,1;DSL;No;Yes;Yes;Electronic check;Yes;0;No;Yes;6;Surveillance Relationnelle
3638-VBZTA;68;Two year;86,5;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
3090-LETTY;2;Month-to-month;60,95;DSL;No;Yes;Yes;Bank transfer (automatic);No;0;No;Yes;4;Surveillance Relationnelle
8100-HZZLJ;43;Month-to-month;63,95;DSL;No;Yes;Yes;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
5986-WWXDV;39;One year;19,35;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
7874-ECPQJ;4;Month-to-month;20,05;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
9308-ANMVE;47;Month-to-month;55,3;DSL;No;Yes;Yes;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
5141-ZUVBH;9;Month-to-month;93;Fiber optic;Yes;Yes;No;Bank transfer (automatic);No;0;No;Yes;5;Surveillance Relationnelle
6901-GOGZG;60;Two year;84,95;DSL;Yes;Yes;No;Electronic check;Yes;0;No;Yes;4;Surveillance Relationnelle
2585-KTFRE;1;Month-to-month;70,45;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
3572-UOLYZ;46;Month-to-month;84,8;Fiber optic;Yes;No;No;Bank transfer (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
7009-PCARS;55;One year;19,1;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
6465-GSRCL;67;One year;106,6;Fiber optic;Yes;No;Yes;Bank transfer (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
6772-WFQRD;40;One year;20,4;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
9391-LMANN;53;One year;95,95;Fiber optic;No;Yes;Yes;Electronic check;No;0;No;Yes;4;Surveillance Relationnelle
9677-AVKED;53;One year;84,6;DSL;Yes;No;Yes;Electronic check;Yes;0;No;Yes;4;Surveillance Relationnelle
0396-UKGAI;23;Month-to-month;55,3;DSL;Yes;No;Yes;Bank transfer (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
9626-VFRGG;41;Month-to-month;88,5;Fiber optic;No;No;Yes;Bank transfer (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
4573-JKNAE;12;Two year;19,35;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;2;Surveillance Relationnelle
9769-TSBZE;70;Two year;66;DSL;Yes;Yes;Yes;Electronic check;No;0;No;Yes;2;Surveillance Relationnelle
8328-SKJNO;23;One year;40,65;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
0191-EQUUH;25;Two year;35,05;DSL;Yes;Yes;No;Bank transfer (automatic);No;0;No;Yes;3;Surveillance Relationnelle
0479-HMSWA;26;Two year;105,45;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
7572-KPVKK;62;Two year;104,05;Fiber optic;Yes;No;No;Electronic check;Yes;0;No;Yes;6;Surveillance Relationnelle
4468-YDOVK;5;Month-to-month;48,65;DSL;Yes;No;No;Bank transfer (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
3639-XJHKQ;19;Month-to-month;60,6;DSL;No;Yes;Yes;Electronic check;Yes;0;No;Yes;6;Surveillance Relationnelle
3633-CDBUW;17;One year;80,85;DSL;Yes;No;Yes;Electronic check;No;0;No;Yes;4;Surveillance Relationnelle
3011-WQKSZ;19;Month-to-month;20;No;No internet service;No internet service;No internet service;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
5825-XJOCM;48;One year;64,4;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
4994-OBRSZ;14;Two year;76,1;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;No;Yes;2;Surveillance Relationnelle
0696-UKTOX;23;Month-to-month;54,15;DSL;Yes;No;Yes;Electronic check;No;0;No;Yes;4;Surveillance Relationnelle
4801-KFYKL;8;Month-to-month;19,45;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;3;Surveillance Relationnelle
5177-RVZNU;37;One year;20,3;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
9839-ETQOE;43;Month-to-month;40,45;DSL;No;Yes;Yes;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
0847-HGRML;62;Two year;20;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
4097-YODCF;34;One year;103,8;Fiber optic;No;Yes;Yes;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
9921-EZKBY;33;Month-to-month;95,3;Fiber optic;No;Yes;No;Bank transfer (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
7246-ZGQDF;1;Month-to-month;54,5;DSL;Yes;Yes;No;Electronic check;No;0;No;Yes;5;Surveillance Relationnelle
0221-NAUXK;10;One year;19,95;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
7452-FOLON;39;One year;25,45;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
6754-WKSHP;30;One year;25,35;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
8963-MQVYN;22;Month-to-month;20,55;No;No internet service;No internet service;No internet service;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
2775-SEFEE;0;Two year;61,9;DSL;Yes;Yes;Yes;Bank transfer (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
2724-FJDYW;39;One year;54,85;DSL;Yes;No;No;Bank transfer (automatic);No;0;No;Yes;3;Surveillance Relationnelle
2887-JPYLU;41;Month-to-month;45,2;DSL;No;No;No;Bank transfer (automatic);No;0;No;Yes;5;Surveillance Relationnelle
0057-QBUQH;43;Two year;25,1;No;No internet service;No internet service;No internet service;Electronic check;Yes;0;No;Yes;3;Surveillance Relationnelle
0531-XBKMM;66;Two year;65,7;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
8319-QBEHW;26;One year;39,95;DSL;No;No;Yes;Bank transfer (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
2133-TSRRM;34;Month-to-month;105,35;Fiber optic;No;Yes;Yes;Bank transfer (automatic);Yes;0;No;Yes;5;Surveillance Relationnelle
0530-IJVDB;70;Two year;114,6;Fiber optic;Yes;Yes;Yes;Electronic check;Yes;0;No;Yes;4;Surveillance Relationnelle
7242-EDTYC;44;Two year;19,55;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
3039-MJSLN;3;Month-to-month;20,2;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;3;Surveillance Relationnelle
5857-XRECV;2;One year;20,5;No;No internet service;No internet service;No internet service;Bank transfer (automatic);No;0;No;Yes;2;Surveillance Relationnelle
6598-KELSS;50;One year;43,05;DSL;No;Yes;Yes;Bank transfer (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
8597-CTXVJ;70;One year;64,95;DSL;Yes;Yes;Yes;Bank transfer (automatic);No;0;No;Yes;1;Surveillance Relationnelle
4636-OLWOE;54;One year;61;DSL;Yes;No;Yes;Electronic check;Yes;0;No;Yes;4;Surveillance Relationnelle
0489-WMEMG;23;One year;49,45;DSL;Yes;No;No;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
4129-LYCOI;67;Two year;104;Fiber optic;Yes;No;Yes;Electronic check;Yes;0;No;Yes;5;Surveillance Relationnelle
6440-DKQGE;30;One year;64,5;DSL;No;No;Yes;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
3282-ZISZV;32;One year;83,7;DSL;Yes;No;Yes;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
7663-ZTEGJ;29;One year;100,55;Fiber optic;Yes;No;Yes;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
5736-YEJAX;69;Two year;79,45;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
8672-OAUPW;51;One year;47,85;DSL;Yes;No;No;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
4091-TVOCN;48;One year;78,75;DSL;No;Yes;No;Credit card (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
5924-SNGKP;41;One year;20,25;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
9620-QJREV;47;One year;20,55;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
9871-ELEYA;34;Two year;67,65;DSL;Yes;Yes;No;Credit card (automatic);No;0;No;Yes;2;Surveillance Relationnelle
1764-VUUMT;66;Two year;19,95;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
9553-DLCLU;13;Two year;88,95;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;No;Yes;2;Surveillance Relationnelle
0013-MHZWF;9;Month-to-month;69,4;DSL;Yes;No;No;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
9337-SRRNI;66;Two year;25,3;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
